"submission_date","state","tot_cases","conf_cases","prob_cases","new_case","pnew_case","tot_death","conf_death","prob_death","new_death","pnew_death","created_at","consent_cases","consent_deaths","consent_cases.boolean","consent_deaths.boolean","season"
2021-04-20,"CA",3620301,3620301,0,1606,0,59804,59804,0,32,0,2021-04-22,"Agree","Agree",TRUE,TRUE,"spring"
2021-05-26,"CA",3675817,3675817,0,1155,0,61824,61824,0,54,0,2021-05-28,"Agree","Agree",TRUE,TRUE,"spring"
2021-04-16,"MI",902392,810459,91933,5281,599,18156,17052,1104,78,5,2021-04-17,"Agree","Agree",TRUE,TRUE,"spring"
2021-07-22,"VI",4301,NA,NA,15,0,35,NA,NA,2,0,2021-07-23,"","",NA,NA,"summer"
2021-10-11,"ND",138902,120783,18119,951,443,1652,NA,NA,10,0,2021-10-12,"Agree","Not agree",TRUE,FALSE,"fall"
2021-06-02,"AL",543880,419996,123884,243,111,11406,9110,2296,8,2,2021-06-04,"Agree","Agree",TRUE,TRUE,"spring"
2021-09-27,"WA",649767,NA,NA,2438,207,7528,NA,NA,12,0,2021-09-29,"N/A","N/A",NA,NA,"fall"
2021-11-18,"NH",149827,NA,NA,1109,0,1656,NA,NA,8,0,2021-11-19,"Not agree","Not agree",FALSE,FALSE,"fall"
2021-08-07,"VT",23726,NA,NA,89,3,254,NA,NA,2,0,2021-08-09,"Not agree","Not agree",FALSE,FALSE,"summer"
2022-01-28,"NC",2408797,2025351,383446,21423,3098,21262,18632,2630,79,18,2022-01-28,"Agree","Agree",TRUE,TRUE,"winter"
2020-10-17,"MI",267992,242641,25351,1594,136,7419,7081,338,26,2,2020-10-18,"Agree","Agree",TRUE,TRUE,"fall"
2022-01-02,"CT",510188,457827,52361,0,0,9160,7496,1664,0,0,2022-01-03,"Agree","Agree",TRUE,TRUE,"winter"
2020-08-15,"CT",50897,48887,2010,0,0,4453,3569,884,0,0,2020-08-16,"Agree","Agree",TRUE,TRUE,"summer"
2020-01-22,"ND",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Not agree",TRUE,FALSE,"winter"
2021-07-21,"DE",110502,102781,7721,45,0,1697,1551,146,0,0,2021-07-22,"Agree","Agree",TRUE,TRUE,"summer"
2021-04-14,"MI",891313,800658,90655,6485,769,18003,16909,1094,54,4,2021-04-15,"Agree","Agree",TRUE,TRUE,"spring"
2020-12-30,"ID",139864,115850,24014,1340,323,1403,1240,163,10,2,2020-12-31,"Agree","Agree",TRUE,TRUE,"winter"
2021-08-08,"GU",8725,NA,NA,20,2,143,NA,NA,0,0,2021-08-09,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-10-15,"MS",498046,286118,211928,256,119,9919,6638,3281,2,2,2021-10-16,"Agree","Agree",TRUE,TRUE,"fall"
2021-03-13,"MO",558720,NA,NA,362,137,8673,NA,NA,5,0,2021-03-15,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-11-29,"MD",584899,NA,NA,762,0,11215,10984,231,12,0,2021-12-01,"N/A","Agree",NA,TRUE,"fall"
2020-04-26,"WI",5911,5911,0,224,0,272,272,0,6,0,2020-05-25,"Agree","Agree",TRUE,TRUE,"spring"
2021-03-11,"GU",7767,NA,NA,9,0,133,NA,NA,0,0,2021-03-12,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-09-10,"MO",105875,NA,NA,1729,65,2067,NA,NA,26,0,2020-09-12,"Not agree","Not agree",FALSE,FALSE,"summer"
2020-01-22,"DE",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2020-09-01,"DE",17832,16861,971,67,0,605,533,72,0,0,2020-09-03,"Agree","Agree",TRUE,TRUE,"summer"
2022-02-28,"WI",1571997,1381488,190509,1537,96,13297,11921,1376,41,7,2022-03-01,"Agree","Agree",TRUE,TRUE,"winter"
2021-05-06,"IL",1348176,1348176,0,1778,0,24483,22136,2347,40,0,2021-05-07,"Agree","Agree",TRUE,TRUE,"spring"
2020-06-11,"ND",2980,2980,0,39,0,74,NA,NA,1,0,2020-06-12,"Agree","Not agree",TRUE,FALSE,"spring"
2021-02-10,"MS",286654,179533,107121,822,365,6838,4789,2049,12,7,2021-02-12,"Agree","Agree",TRUE,TRUE,"winter"
2021-11-23,"GU",19137,NA,NA,20,8,263,NA,NA,0,0,2021-11-24,"Not agree","Not agree",FALSE,FALSE,"fall"
2021-05-25,"MD",458680,NA,NA,160,0,9625,9411,214,11,0,2021-05-27,"N/A","Agree",NA,TRUE,"spring"
2020-11-19,"AL",226336,191118,35218,2517,617,5032,4282,750,24,5,2020-11-21,"Agree","Agree",TRUE,TRUE,"fall"
2020-10-10,"GU",2989,NA,NA,0,0,58,NA,NA,0,0,2020-10-11,"Not agree","Not agree",FALSE,FALSE,"fall"
2021-04-14,"CT",327298,301324,25974,1609,193,7984,6568,1416,10,0,2021-04-15,"Agree","Agree",TRUE,TRUE,"spring"
2021-09-20,"DE",128692,118358,10334,439,50,1920,1756,164,0,0,2021-09-21,"Agree","Agree",TRUE,TRUE,"summer"
2021-09-11,"AL",743959,565603,178356,1845,580,14186,11077,3109,74,14,2021-09-13,"Agree","Agree",TRUE,TRUE,"summer"
2020-07-09,"NH",5973,NA,NA,21,0,387,NA,NA,1,0,2020-07-10,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-04-17,"WA",383962,NA,NA,1665,389,5380,NA,NA,0,0,2021-04-19,"N/A","N/A",NA,NA,"spring"
2020-07-09,"NE",20586,NA,NA,203,0,284,NA,NA,2,0,2020-07-11,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-05-27,"MD",459095,NA,NA,217,0,9642,9428,214,9,0,2021-05-29,"N/A","Agree",NA,TRUE,"spring"
2021-08-30,"MT",126338,111987,14351,242,51,1787,1787,0,2,0,2021-08-31,"Agree","Agree",TRUE,TRUE,"summer"
2021-12-03,"CA",5084927,4822889,262038,7612,0,74046,NA,NA,127,0,2021-12-04,"Agree","Not agree",TRUE,FALSE,"fall"
2020-10-02,"MT",14283,14283,0,459,0,186,186,0,3,0,2020-10-03,"Agree","Agree",TRUE,TRUE,"fall"
2021-11-23,"DE",150876,138047,12829,251,9,2162,1981,181,3,0,2021-11-24,"Agree","Agree",TRUE,TRUE,"fall"
2020-08-23,"ID",29853,27815,2038,191,13,307,278,29,1,0,2020-08-24,"Agree","Agree",TRUE,TRUE,"summer"
2021-10-12,"CT",395481,358491,36990,372,23,8667,7086,1581,0,0,2021-10-13,"Agree","Agree",TRUE,TRUE,"fall"
2020-06-16,"DE",10648,9730,918,47,0,426,401,25,2,0,2020-06-18,"Agree","Agree",TRUE,TRUE,"spring"
2021-11-27,"WI",968291,864190,104101,0,0,9944,8964,980,0,0,2021-11-29,"Agree","Agree",TRUE,TRUE,"fall"
2020-04-01,"AL",1168,1118,50,112,0,56,53,3,7,0,2020-04-03,"Agree","Agree",TRUE,TRUE,"spring"
2022-02-08,"WI",1545059,1357698,187361,2308,682,12739,11450,1289,70,7,2022-02-09,"Agree","Agree",TRUE,TRUE,"winter"
2021-07-16,"ME",69506,50921,18585,55,16,882,837,45,4,0,2021-07-18,"Agree","Agree",TRUE,TRUE,"summer"
2021-12-13,"ND",167818,138287,29531,671,437,1962,NA,NA,14,0,2021-12-14,"Agree","Not agree",TRUE,FALSE,"fall"
2020-12-19,"MO",408862,NA,NA,1932,313,6257,NA,NA,49,0,2020-12-21,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-07-13,"MT",1843,1843,0,2,0,32,32,0,1,0,2020-07-14,"Agree","Agree",TRUE,TRUE,"summer"
2020-08-13,"NC",142388,140796,1592,1768,100,2493,2488,5,32,0,2020-08-13,"Agree","Agree",TRUE,TRUE,"summer"
2021-01-26,"WI",584041,535218,48823,1564,263,6264,5753,511,65,11,2021-01-27,"Agree","Agree",TRUE,TRUE,"winter"
2020-10-31,"ND",45043,45043,0,1127,0,531,NA,NA,7,0,2020-11-01,"Agree","Not agree",TRUE,FALSE,"fall"
2021-06-24,"AL",547692,422499,125193,248,79,11499,9181,2318,5,0,2021-06-26,"Agree","Agree",TRUE,TRUE,"summer"
2021-02-18,"MD",373966,NA,NA,986,0,8155,7952,203,27,0,2021-02-20,"N/A","Agree",NA,TRUE,"winter"
2020-09-15,"IN",107229,NA,NA,689,0,3442,3227,215,21,1,2020-09-15,"Not agree","Agree",FALSE,TRUE,"summer"
2022-01-28,"MS",717666,408523,309143,5533,2627,10831,7254,3577,25,8,2022-01-29,"Agree","Agree",TRUE,TRUE,"winter"
2021-04-23,"WA",392199,NA,NA,1396,272,5434,NA,NA,6,0,2021-04-25,"N/A","N/A",NA,NA,"spring"
2020-12-08,"CA",1389707,1389707,0,23272,0,20087,20087,0,59,0,2020-12-10,"Agree","Agree",TRUE,TRUE,"fall"
2021-12-15,"AL",854998,628652,226346,833,237,16539,12843,3696,9,4,2021-12-17,"Agree","Agree",TRUE,TRUE,"fall"
2020-10-24,"CT",66052,63376,2676,0,0,4577,3674,903,0,0,2020-10-25,"Agree","Agree",TRUE,TRUE,"fall"
2021-06-17,"VI",3752,NA,NA,5,0,30,NA,NA,0,0,2021-06-17,"","",NA,NA,"spring"
2020-05-12,"MO",10587,NA,NA,172,0,677,NA,NA,12,0,2020-05-14,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-06-23,"GU",226,NA,NA,1,0,5,NA,NA,0,0,2020-06-24,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-06-10,"DE",109258,101720,7538,33,8,1679,1536,143,2,0,2021-06-11,"Agree","Agree",TRUE,TRUE,"spring"
2021-07-23,"NV",349043,349043,0,1003,0,5817,NA,NA,20,0,2021-07-24,"Agree","",TRUE,NA,"summer"
2021-01-01,"WI",522523,483007,39516,2085,180,5254,4869,385,12,2,2021-01-02,"Agree","Agree",TRUE,TRUE,"winter"
2021-11-18,"VI",7427,NA,NA,30,0,84,NA,NA,0,0,2021-11-19,"","",NA,NA,"fall"
2020-08-31,"MO",91039,NA,NA,1903,81,1881,NA,NA,23,0,2020-09-02,"Not agree","Not agree",FALSE,FALSE,"summer"
2020-10-09,"ME",5647,5117,530,31,2,143,142,1,0,0,2020-10-11,"Agree","Agree",TRUE,TRUE,"fall"
2021-05-11,"DE",107077,99812,7265,108,14,1644,1502,142,3,0,2021-05-13,"Agree","Agree",TRUE,TRUE,"spring"
2020-05-30,"WI",18230,18230,0,523,0,588,588,0,20,0,2020-05-31,"Agree","Agree",TRUE,TRUE,"spring"
2021-03-09,"ND",100615,95029,5586,101,69,1452,NA,NA,3,0,2021-03-10,"Agree","Not agree",TRUE,FALSE,"winter"
2020-12-22,"ME",22385,19218,3167,506,80,312,307,5,19,0,2020-12-24,"Agree","Agree",TRUE,TRUE,"winter"
2020-10-01,"MD",125510,NA,NA,785,0,4072,3914,158,2,0,2020-10-03,"N/A","Agree",NA,TRUE,"fall"
2020-02-09,"IL",2,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2022-01-29,"MD",974436,NA,NA,2527,0,13432,13175,257,45,1,2022-01-31,"N/A","Agree",NA,TRUE,"winter"
2021-08-17,"NV",374651,374651,0,1002,0,6223,NA,NA,33,0,2021-08-18,"Agree","",TRUE,NA,"summer"
2021-05-30,"WA",435202,NA,NA,840,109,5765,NA,NA,0,0,2021-06-01,"N/A","N/A",NA,NA,"spring"
2020-03-31,"NH",367,NA,NA,53,NA,3,NA,NA,0,NA,2020-03-30,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-07-09,"NV",338072,338072,0,813,0,5720,NA,NA,13,0,2021-07-10,"Agree","",TRUE,NA,"summer"
2022-02-09,"NV",671322,636718,34604,1574,294,9270,NA,NA,34,0,2022-02-10,"Agree","",TRUE,NA,"winter"
2021-12-04,"MS",515504,294885,220619,0,0,10296,6891,3405,0,0,2021-12-06,"Agree","Agree",TRUE,TRUE,"fall"
2020-07-10,"IN",50300,NA,NA,725,0,2732,2547,185,9,0,2020-07-10,"Not agree","Agree",FALSE,TRUE,"summer"
2020-05-19,"CA",81795,81795,0,1365,0,3250,3250,0,34,0,2020-05-21,"Agree","Agree",TRUE,TRUE,"spring"
2021-09-12,"NC",1300348,1104303,196045,6158,558,15918,13997,1921,66,6,2021-09-12,"Agree","Agree",TRUE,TRUE,"summer"
2021-03-21,"MO",562618,NA,NA,345,136,8720,NA,NA,6,0,2021-03-23,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-11-03,"NE",75066,NA,NA,1546,0,660,NA,NA,4,0,2020-11-05,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-08-22,"NV",65334,65069,265,637,1,1227,NA,NA,12,0,2020-08-23,"Agree","",TRUE,NA,"summer"
2020-12-25,"DE",55126,52954,2172,831,21,891,791,100,3,0,2020-12-27,"Agree","Agree",TRUE,TRUE,"winter"
2020-08-24,"NC",158958,156707,2251,1214,15,2789,2780,9,28,1,2020-08-24,"Agree","Agree",TRUE,TRUE,"summer"
2021-07-14,"NH",99840,NA,NA,40,20,1381,NA,NA,0,0,2021-07-15,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-04-03,"AL",515909,403960,111949,182,38,11000,8788,2212,13,2,2021-04-05,"Agree","Agree",TRUE,TRUE,"spring"
2020-07-25,"NC",111471,110870,601,2033,51,1942,1940,2,22,0,2020-07-25,"Agree","Agree",TRUE,TRUE,"summer"
2021-04-30,"ID",187656,150349,37307,177,33,2046,1784,262,1,0,2021-05-01,"Agree","Agree",TRUE,TRUE,"spring"
2020-04-04,"CA",12026,12026,0,1325,0,276,276,0,39,0,2020-04-06,"Agree","Agree",TRUE,TRUE,"spring"
2021-03-08,"IL",1199517,1199517,0,1182,0,23020,20767,2253,6,2,2021-03-09,"Agree","Agree",TRUE,TRUE,"winter"
2021-06-08,"GU",8224,NA,NA,9,3,139,NA,NA,0,0,2021-06-09,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-11-26,"IL",697489,697489,0,12022,0,12596,11963,633,156,25,2020-11-27,"Agree","Agree",TRUE,TRUE,"fall"
2020-04-24,"ME",989,979,10,24,5,47,47,0,3,0,2022-03-03,"Agree","Agree",TRUE,TRUE,"spring"
2021-09-26,"WA",647329,NA,NA,3104,457,7516,NA,NA,11,0,2021-09-28,"N/A","N/A",NA,NA,"fall"
2020-08-01,"WA",57433,NA,NA,938,8,1592,NA,NA,28,0,2020-08-03,"N/A","N/A",NA,NA,"summer"
2020-08-27,"NV",67491,67220,271,553,-1,1300,NA,NA,21,0,2020-08-28,"Agree","",TRUE,NA,"summer"
2021-02-21,"CT",273101,256139,16962,0,0,7523,6166,1357,0,0,2021-02-22,"Agree","Agree",TRUE,TRUE,"winter"
2020-04-06,"MO",3840,NA,NA,293,0,95,NA,NA,8,0,2020-04-08,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-02-18,"ND",99153,94150,5003,119,38,1435,NA,NA,0,0,2021-02-19,"Agree","Not agree",TRUE,FALSE,"winter"
2020-10-19,"IN",149166,NA,NA,1584,0,3946,3725,221,12,0,2020-10-19,"Not agree","Agree",FALSE,TRUE,"fall"
2021-03-07,"GU",7751,NA,NA,2,0,133,NA,NA,0,0,2021-03-08,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-04-09,"AL",517830,405234,112596,358,136,11051,8832,2219,12,3,2021-04-11,"Agree","Agree",TRUE,TRUE,"spring"
2021-06-05,"IN",746554,NA,NA,419,0,13669,13251,418,24,1,2021-06-05,"Not agree","Agree",FALSE,TRUE,"spring"
2021-04-30,"AL",527735,410522,117213,368,129,11184,8933,2251,5,1,2021-05-02,"Agree","Agree",TRUE,TRUE,"spring"
2021-09-23,"DE",129874,119388,10486,643,100,1942,1777,165,13,1,2021-09-24,"Agree","Agree",TRUE,TRUE,"fall"
2020-07-11,"MS",42524,41663,861,609,44,1682,1636,46,24,2,2020-07-13,"Agree","Agree",TRUE,TRUE,"summer"
2021-06-19,"NV",329086,NA,NA,211,0,5649,NA,NA,0,0,2021-06-19,"","",NA,NA,"spring"
2021-09-25,"WI",796042,714821,81221,2232,238,8800,7918,882,6,0,2021-09-27,"Agree","Agree",TRUE,TRUE,"fall"
2022-02-14,"ME",223355,162233,61122,302,132,1849,1690,159,21,3,2022-02-16,"Agree","Agree",TRUE,TRUE,"winter"
2020-03-10,"CT",2,NA,NA,1,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2020-04-29,"ID",1984,1831,153,32,11,60,43,17,0,0,2020-04-30,"Agree","Agree",TRUE,TRUE,"spring"
2021-03-31,"VT",17980,NA,NA,176,9,223,NA,NA,1,0,2021-04-02,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-07-23,"MT",3037,3037,0,128,0,45,45,0,3,0,2020-07-24,"Agree","Agree",TRUE,TRUE,"summer"
2021-01-13,"CA",2781039,2781039,0,33751,0,30685,30685,0,580,0,2021-01-15,"Agree","Agree",TRUE,TRUE,"winter"
2020-05-21,"ID",2534,2301,233,28,5,77,57,20,0,0,2020-05-22,"Agree","Agree",TRUE,TRUE,"spring"
2020-09-15,"ME",4900,4438,462,20,0,138,137,1,1,0,2020-09-17,"Agree","Agree",TRUE,TRUE,"summer"
2022-01-01,"VI",10106,NA,NA,458,0,89,NA,NA,0,0,2022-01-03,"","",NA,NA,"winter"
2020-10-22,"NV",92853,92853,0,789,0,1736,NA,NA,4,0,2020-10-23,"Agree","",TRUE,NA,"fall"
2021-05-20,"MO",595459,NA,NA,621,190,9005,NA,NA,9,0,2021-05-21,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-09-24,"NE",42817,NA,NA,466,0,462,NA,NA,0,0,2020-09-26,"Not agree","Not agree",FALSE,FALSE,"fall"
2022-02-08,"DE",251669,229586,22083,202,15,2593,2379,214,17,0,2022-02-09,"Agree","Agree",TRUE,TRUE,"winter"
2020-12-15,"CA",1617370,1617370,0,32326,0,21178,21178,0,90,0,2020-12-17,"Agree","Agree",TRUE,TRUE,"fall"
2020-06-15,"MT",612,612,0,3,0,19,19,0,0,0,2020-06-16,"Agree","Agree",TRUE,TRUE,"spring"
2020-08-05,"MT",4593,4593,0,164,0,66,66,0,1,0,2020-08-06,"Agree","Agree",TRUE,TRUE,"summer"
2020-09-06,"MD",112119,NA,NA,512,0,3927,3772,155,7,0,2020-09-08,"N/A","Agree",NA,TRUE,"summer"
2020-02-12,"CA",7,7,0,1,0,0,0,0,0,0,2020-02-14,"Agree","Agree",TRUE,TRUE,"winter"
2020-11-04,"MS",126202,108237,17965,1170,490,3765,3318,447,28,11,2020-11-06,"Agree","Agree",TRUE,TRUE,"fall"
2020-12-14,"WA",209339,NA,NA,2387,65,2918,NA,NA,39,0,2020-12-16,"N/A","N/A",NA,NA,"fall"
2021-10-26,"ND",146387,125333,21054,643,311,1746,NA,NA,11,0,2021-10-27,"Agree","Not agree",TRUE,FALSE,"fall"
2021-09-20,"CA",4622180,4422085,200095,6193,0,67612,67612,0,4,0,2021-09-22,"Agree","Agree",TRUE,TRUE,"summer"
2021-12-25,"NH",189987,NA,NA,0,0,1877,NA,NA,0,0,2021-12-27,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-07-30,"CT",354335,323518,30817,491,137,8293,6821,1472,0,0,2021-07-31,"Agree","Agree",TRUE,TRUE,"summer"
2021-10-14,"DE",138938,127411,11527,494,73,2005,1838,167,0,0,2021-10-15,"Agree","Agree",TRUE,TRUE,"fall"
2022-02-02,"NH",278691,NA,NA,1336,0,2232,NA,NA,9,0,2022-02-03,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-03-18,"NE",26,NA,NA,4,0,0,NA,NA,0,0,2020-03-20,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-02-25,"IL",1181226,1181226,0,1884,0,22607,20406,2201,32,0,2021-02-26,"Agree","Agree",TRUE,TRUE,"winter"
2022-02-05,"NC",2505670,2104084,401586,10108,2058,21810,19069,2741,95,22,2022-02-05,"Agree","Agree",TRUE,TRUE,"winter"
2021-09-03,"GU",11199,NA,NA,93,0,151,NA,NA,0,0,2021-09-04,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-03-14,"ID",175236,141312,33924,0,0,1910,1677,233,0,0,2021-03-15,"Agree","Agree",TRUE,TRUE,"winter"
2020-08-12,"IL",199893,198593,1300,1645,0,7881,7672,209,15,0,2020-08-13,"Agree","Agree",TRUE,TRUE,"summer"
2020-06-25,"MS",29418,29136,282,815,18,1324,1302,22,13,0,2020-06-27,"Agree","Agree",TRUE,TRUE,"summer"
2020-04-03,"MI",24107,23450,657,1296,52,930,875,55,117,3,2020-04-04,"Agree","Agree",TRUE,TRUE,"spring"
2020-05-26,"MS",15818,15702,116,402,2,961,947,14,12,0,2020-05-28,"Agree","Agree",TRUE,TRUE,"spring"
2021-03-15,"MS",302329,186587,115742,418,260,7129,4936,2193,9,5,2021-03-17,"Agree","Agree",TRUE,TRUE,"winter"
2021-01-05,"NV",235455,235455,0,2423,0,3235,NA,NA,29,0,2021-01-06,"Agree","",TRUE,NA,"winter"
2022-02-17,"MD",996182,NA,NA,854,0,13988,13727,261,7,0,2022-02-18,"N/A","Agree",NA,TRUE,"winter"
2022-02-07,"MS",768457,425222,343235,6095,12150,11285,7489,3796,35,14,2022-02-08,"Agree","Agree",TRUE,TRUE,"winter"
2021-02-18,"CT",271903,254980,16923,547,87,7496,6145,1351,20,4,2021-02-19,"Agree","Agree",TRUE,TRUE,"winter"
2021-08-21,"CA",4276720,4098412,178308,13613,0,64585,64585,0,82,0,2021-08-23,"Agree","Agree",TRUE,TRUE,"summer"
2021-06-14,"IN",749532,NA,NA,55,0,13733,13313,420,1,0,2021-06-14,"Not agree","Agree",FALSE,TRUE,"spring"
2020-04-17,"MS",5228,5202,26,216,0,362,361,1,18,0,2020-04-19,"Agree","Agree",TRUE,TRUE,"spring"
2021-10-15,"ND",141268,122329,18939,522,200,1680,NA,NA,11,0,2021-10-16,"Agree","Not agree",TRUE,FALSE,"fall"
2021-04-02,"MI",811784,730512,81272,6177,843,17376,16329,1047,44,4,2021-04-03,"Agree","Agree",TRUE,TRUE,"spring"
2021-10-10,"MO",834172,NA,NA,730,86,11694,NA,NA,0,0,2021-10-11,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-12-15,"CT",155462,146114,9348,1470,149,5466,4414,1052,22,5,2020-12-16,"Agree","Agree",TRUE,TRUE,"fall"
2021-12-13,"ME",138449,99742,38707,986,294,1376,1268,108,9,1,2021-12-15,"Agree","Agree",TRUE,TRUE,"fall"
2021-05-21,"MD",457527,NA,NA,443,0,9595,9381,214,17,0,2021-05-23,"N/A","Agree",NA,TRUE,"spring"
2020-03-06,"NE",0,NA,NA,0,0,0,NA,NA,0,0,2020-03-08,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-03-03,"NV",294684,294684,0,395,0,4987,NA,NA,20,0,2021-03-04,"Agree","",TRUE,NA,"winter"
2020-12-22,"MI",565805,520161,45644,2719,260,12957,12248,709,93,5,2020-12-23,"Agree","Agree",TRUE,TRUE,"winter"
2021-05-14,"MI",984067,881546,102521,1392,222,20001,18807,1194,48,4,2021-05-15,"Agree","Agree",TRUE,TRUE,"spring"
2021-03-03,"CA",3484963,3484963,0,3352,0,52429,52429,0,300,0,2021-03-05,"Agree","Agree",TRUE,TRUE,"winter"
2020-12-27,"NV",217509,217509,0,1856,0,2952,NA,NA,8,0,2020-12-28,"Agree","",TRUE,NA,"winter"
2020-04-23,"NE",2206,NA,NA,393,0,47,NA,NA,5,0,2022-03-07,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-11-04,"MT",179770,150229,29541,790,282,2405,2405,0,9,0,2021-11-05,"Agree","Agree",TRUE,TRUE,"fall"
2021-05-09,"ID",189014,151412,37602,113,19,2061,1797,264,0,0,2021-05-10,"Agree","Agree",TRUE,TRUE,"spring"
2020-10-03,"WI",138002,130798,7204,3054,162,1383,1372,11,20,1,2020-10-04,"Agree","Agree",TRUE,TRUE,"fall"
2020-02-27,"CT",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2021-10-20,"MT",168513,142383,26130,1245,397,2225,2225,0,19,0,2021-10-21,"Agree","Agree",TRUE,TRUE,"fall"
2021-06-25,"WI",677252,612507,64745,66,4,8099,7280,819,7,0,2021-06-26,"Agree","Agree",TRUE,TRUE,"summer"
2021-10-29,"WA",725036,NA,NA,2563,616,8628,NA,NA,43,0,2021-10-31,"N/A","N/A",NA,NA,"fall"
2021-09-13,"IL",1573538,1573538,0,3052,0,26969,24367,2602,42,6,2021-09-14,"Agree","Agree",TRUE,TRUE,"summer"
2021-01-23,"WA",298936,NA,NA,1753,138,4114,NA,NA,0,0,2021-01-25,"N/A","N/A",NA,NA,"winter"
2020-09-28,"CT",57147,54743,2404,560,33,4503,3606,897,2,0,2020-09-29,"Agree","Agree",TRUE,TRUE,"fall"
2020-05-10,"DE",7152,6659,493,487,269,225,214,11,1,0,2020-05-12,"Agree","Agree",TRUE,TRUE,"spring"
2020-06-18,"MT",666,666,0,36,0,20,20,0,0,0,2020-06-19,"Agree","Agree",TRUE,TRUE,"spring"
2021-12-23,"AL",865514,636265,229249,2585,719,16617,12905,3712,10,3,2021-12-25,"Agree","Agree",TRUE,TRUE,"winter"
2022-02-18,"ID",413372,324080,89292,2214,545,4674,3821,853,20,5,2022-02-19,"Agree","Agree",TRUE,TRUE,"winter"
2020-03-01,"NH",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Not agree","Not agree",FALSE,FALSE,"winter"
2022-01-24,"CT",683731,614470,69261,12057,725,9774,7974,1800,5,-2,2022-01-25,"Agree","Agree",TRUE,TRUE,"winter"
2021-10-07,"WI",831493,745802,85691,3213,243,8989,8092,897,19,0,2021-10-08,"Agree","Agree",TRUE,TRUE,"fall"
2020-10-06,"NE",48853,NA,NA,539,0,507,NA,NA,4,0,2020-10-08,"Not agree","Not agree",FALSE,FALSE,"fall"
2022-01-05,"NE",353056,258630,94426,3533,1443,3416,2845,571,43,8,2022-01-06,"Agree","Agree",TRUE,TRUE,"winter"
2021-02-12,"NE",196968,NA,NA,409,0,2002,NA,NA,0,0,2021-02-14,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-09-14,"IN",913528,NA,NA,3515,0,14931,14473,458,93,1,2021-09-14,"Not agree","Agree",FALSE,TRUE,"summer"
2020-06-29,"MT",967,967,0,48,0,22,22,0,0,0,2020-06-30,"Agree","Agree",TRUE,TRUE,"summer"
2022-01-03,"NV",514344,497084,17260,13163,720,8428,NA,NA,8,0,2022-01-04,"Agree","",TRUE,NA,"winter"
2021-07-12,"WA",456075,NA,NA,463,61,6000,NA,NA,1,0,2021-07-14,"N/A","N/A",NA,NA,"summer"
2021-02-19,"WA",332048,NA,NA,1272,167,4822,NA,NA,19,0,2021-02-21,"N/A","N/A",NA,NA,"winter"
2021-02-01,"IN",628988,NA,NA,1721,0,11068,10733,335,19,0,2021-02-01,"Not agree","Agree",FALSE,TRUE,"winter"
2020-03-22,"NE",48,NA,NA,4,0,0,NA,NA,0,0,2020-03-24,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-12-22,"NV",206974,206974,0,1090,0,2825,NA,NA,38,0,2020-12-23,"Agree","",TRUE,NA,"winter"
2021-05-24,"MO",596914,NA,NA,463,190,9062,NA,NA,56,0,2021-05-25,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-08-26,"MD",105486,NA,NA,440,0,3837,3684,153,10,0,2020-08-28,"N/A","Agree",NA,TRUE,"summer"
2021-04-06,"NV",305652,305652,0,295,0,5297,NA,NA,22,0,2021-04-07,"Agree","",TRUE,NA,"spring"
